1,0
2,1
3,0
3,1
4,2
5,0
6,3
7,2
8,0
9,2
10,0
11,4
11,9
12,3
13,2
13,4
14,4
15,12
16,12
16,15
17,2
17,9
17,11
18,4
19,12
19,15
19,16
